recording,monkey,analysis,fold,dimension,tau_samples,n_training_trials,tau_method,robust_peaks_hz,adjustment
monkeyM_session-o080723006-11_lfp-5,M,matched_short,1,5,9,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_short,2,5,10,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_short,3,5,10,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_short,4,5,10,116,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_long,0,5,10,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_long,1,5,10,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_long,2,5,10,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_long,3,5,10,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-5,M,matched_long,4,5,10,116,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,short,0,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,short,1,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,short,2,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,short,3,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,short,4,7,12,116,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_short,0,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_short,1,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_short,2,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_short,3,7,12,115,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_short,4,7,12,116,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_long,0,7,14,115,ami_first_local_minimum,"[6.0, 20.0, 32.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_long,1,5,13,115,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_long,2,5,13,115,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_long,3,7,14,115,ami_first_local_minimum,"[4.0, 20.0, 32.0]",
monkeyM_session-o080723006-11_lfp-7,M,matched_long,4,5,14,116,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080724004-9_lfp-5,M,short,0,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,short,1,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,short,2,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,short,3,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,short,4,5,11,92,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_short,0,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_short,1,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_short,2,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_short,3,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_short,4,5,11,92,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_long,0,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_long,1,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_long,2,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_long,3,5,11,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-5,M,matched_long,4,5,11,92,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,short,0,5,19,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,short,1,5,18,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,short,2,5,17,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,short,3,7,19,91,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,short,4,5,19,92,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_short,0,5,19,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_short,1,5,18,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_short,2,5,17,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_short,3,7,19,91,ami_first_local_minimum,"[6.0, 20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_short,4,5,19,92,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_long,0,5,17,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_long,1,5,17,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_long,2,5,17,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_long,3,5,15,91,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080724004-9_lfp-7,M,matched_long,4,5,18,92,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080731003-10_lfp-6,M,short,0,5,12,86,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080731003-10_lfp-6,M,short,1,5,12,86,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080731003-10_lfp-6,M,short,2,5,12,86,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080731003-10_lfp-6,M,short,3,5,12,87,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080731003-10_lfp-6,M,short,4,5,12,87,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080731011-18_lfp-6,M,short,0,7,13,72,ami_first_local_minimum,"[6.0, 18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,short,1,5,13,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,short,2,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,short,3,5,13,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,short,4,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_short,0,7,13,72,ami_first_local_minimum,"[6.0, 18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_short,1,5,13,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_short,2,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_short,3,5,13,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_short,4,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_long,0,5,14,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_long,1,5,13,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_long,2,7,13,72,ami_first_local_minimum,"[6.0, 18.0, 32.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_long,3,5,13,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080731011-18_lfp-6,M,matched_long,4,5,13,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080801001-7_lfp-5,M,short,0,5,17,100,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,short,1,5,14,101,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,short,2,5,15,101,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,short,3,7,18,101,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-5,M,short,4,5,14,101,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_short,0,5,17,100,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_short,1,5,14,101,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_short,2,5,15,101,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_short,3,7,18,101,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_short,4,5,14,101,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_long,0,7,17,100,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_long,1,7,17,101,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_long,2,7,17,101,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_long,3,7,17,101,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-5,M,matched_long,4,7,16,101,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080801001-7_lfp-6,M,short,0,3,12,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,short,1,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,short,2,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,short,3,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,short,4,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_short,0,3,12,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_short,1,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_short,2,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_short,3,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_short,4,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_long,0,3,12,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_long,1,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_long,2,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_long,3,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080801001-7_lfp-6,M,matched_long,4,3,12,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080808001-5_lfp-5,M,short,0,3,28,76,ami_first_local_minimum,[20.0],
monkeyM_session-o080808001-5_lfp-5,M,short,1,5,28,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080808001-5_lfp-5,M,short,2,5,31,77,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o080808001-5_lfp-5,M,short,3,5,30,77,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o080808001-5_lfp-5,M,short,4,5,29,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_short,0,3,28,76,ami_first_local_minimum,[20.0],
monkeyM_session-o080808001-5_lfp-5,M,matched_short,1,5,28,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_short,2,5,31,77,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_short,3,5,30,77,ami_first_local_minimum,"[18.0, 36.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_short,4,5,29,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_long,0,5,27,76,ami_first_local_minimum,"[4.0, 20.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_long,1,5,29,77,ami_first_local_minimum,"[4.0, 20.0]",
monkeyM_session-o080808001-5_lfp-5,M,matched_long,2,3,32,77,ami_first_local_minimum,[20.0],
monkeyM_session-o080808001-5_lfp-5,M,matched_long,3,3,30,77,ami_first_local_minimum,[20.0],
monkeyM_session-o080808001-5_lfp-5,M,matched_long,4,5,31,77,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808001-5_lfp-6,M,short,0,3,28,76,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,short,1,3,30,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,short,2,3,29,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,short,3,3,28,77,ami_first_local_minimum,[28.0],
monkeyM_session-o080808001-5_lfp-6,M,short,4,3,30,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_short,0,3,28,76,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_short,1,3,30,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_short,2,3,29,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_short,3,3,28,77,ami_first_local_minimum,[28.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_short,4,3,30,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_long,0,3,28,76,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_long,1,3,30,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_long,2,5,30,77,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080808001-5_lfp-6,M,matched_long,3,3,30,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808001-5_lfp-6,M,matched_long,4,3,29,77,ami_first_local_minimum,[30.0],
monkeyM_session-o080808006-12_lfp-5,M,short,0,7,17,105,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,short,1,5,15,105,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080808006-12_lfp-5,M,short,2,7,21,106,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,short,3,7,18,106,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,short,4,7,17,106,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_short,0,7,17,105,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_short,1,5,15,105,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_short,2,7,21,106,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_short,3,7,18,106,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_short,4,7,17,106,ami_first_local_minimum,"[20.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_long,0,5,17,105,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_long,1,5,18,105,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_long,2,7,19,106,ami_first_local_minimum,"[18.0, 34.0, 46.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_long,3,5,20,106,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080808006-12_lfp-5,M,matched_long,4,5,20,106,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080808006-12_lfp-6,M,short,0,5,29,105,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,short,1,5,29,105,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,short,2,5,29,106,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,short,3,5,29,106,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,short,4,5,30,106,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_short,0,5,29,105,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_short,1,5,29,105,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_short,2,5,29,106,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_short,3,5,29,106,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_short,4,5,30,106,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_long,0,5,30,105,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_long,1,5,29,105,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_long,2,3,30,106,ami_first_local_minimum,[30.0],
monkeyM_session-o080808006-12_lfp-6,M,matched_long,3,5,30,106,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080808006-12_lfp-6,M,matched_long,4,5,29,106,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080828001-6_lfp-5,M,short,0,3,18,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,short,1,3,21,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,short,2,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,short,3,3,19,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,short,4,3,20,92,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_short,0,3,18,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_short,1,3,21,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_short,2,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_short,3,3,19,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_short,4,3,20,92,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_long,0,3,26,91,ami_first_local_minimum,[18.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_long,1,3,26,91,ami_first_local_minimum,[18.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_long,2,3,23,91,ami_first_local_minimum,[18.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_long,3,3,25,91,ami_first_local_minimum,[18.0],
monkeyM_session-o080828001-6_lfp-5,M,matched_long,4,3,25,92,ami_first_local_minimum,[18.0],
monkeyM_session-o080828001-6_lfp-6,M,short,0,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,short,1,3,18,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,short,2,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,short,3,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,short,4,5,20,92,ami_first_local_minimum,"[20.0, 46.0]",
monkeyM_session-o080828001-6_lfp-6,M,matched_short,0,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,matched_short,1,3,18,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,matched_short,2,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,matched_short,3,3,20,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080828001-6_lfp-6,M,matched_short,4,5,20,92,ami_first_local_minimum,"[20.0, 46.0]",
monkeyM_session-o080828001-6_lfp-6,M,matched_long,0,3,20,91,ami_first_local_minimum,[18.0],
monkeyM_session-o080828001-6_lfp-6,M,matched_long,1,5,17,91,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080828001-6_lfp-6,M,matched_long,2,5,22,91,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080828001-6_lfp-6,M,matched_long,3,5,18,91,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080828001-6_lfp-6,M,matched_long,4,5,22,92,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080828007-12_lfp-5,M,short,0,3,21,76,ami_first_local_minimum,[20.0],
monkeyM_session-o080828007-12_lfp-5,M,short,1,3,19,77,ami_first_local_minimum,[20.0],
monkeyM_session-o080828007-12_lfp-5,M,short,2,3,19,77,ami_first_local_minimum,[20.0],
monkeyM_session-o080828007-12_lfp-5,M,short,3,3,21,77,ami_first_local_minimum,[20.0],
monkeyM_session-o080828007-12_lfp-5,M,short,4,3,20,77,ami_first_local_minimum,[20.0],
monkeyM_session-o080829001-5_lfp-5,M,short,0,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,short,1,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,short,2,3,13,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,short,3,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,short,4,3,12,92,ami_first_local_minimum,[32.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_short,0,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_short,1,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_short,2,3,13,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_short,3,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_short,4,3,12,92,ami_first_local_minimum,[32.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_long,0,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_long,1,3,12,91,ami_first_local_minimum,[30.0],
monkeyM_session-o080829001-5_lfp-5,M,matched_long,2,5,12,91,ami_first_local_minimum,"[6.0, 30.0]",
monkeyM_session-o080829001-5_lfp-5,M,matched_long,3,5,12,91,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080829001-5_lfp-5,M,matched_long,4,3,12,92,ami_first_local_minimum,[30.0],
monkeyM_session-o080904001-7_lfp-5,M,short,0,5,18,76,ami_first_local_minimum,"[22.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,short,1,5,18,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,short,2,5,19,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,short,3,7,18,77,ami_first_local_minimum,"[4.0, 22.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,short,4,7,19,77,ami_first_local_minimum,"[6.0, 22.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_short,0,5,18,76,ami_first_local_minimum,"[22.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_short,1,5,18,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_short,2,5,19,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_short,3,7,18,77,ami_first_local_minimum,"[4.0, 22.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_short,4,7,19,77,ami_first_local_minimum,"[6.0, 22.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_long,0,7,18,76,ami_first_local_minimum,"[6.0, 18.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_long,1,7,19,77,ami_first_local_minimum,"[6.0, 18.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_long,2,7,18,77,ami_first_local_minimum,"[4.0, 18.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_long,3,7,19,77,ami_first_local_minimum,"[6.0, 18.0, 34.0]",
monkeyM_session-o080904001-7_lfp-5,M,matched_long,4,7,19,77,ami_first_local_minimum,"[6.0, 18.0, 34.0]",
monkeyM_session-o080904001-7_lfp-6,M,short,0,3,49,76,ami_first_local_minimum,[18.0],
monkeyM_session-o080904001-7_lfp-6,M,short,1,3,51,77,ami_first_local_minimum,"[8.0, 18.0, 34.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,short,2,5,49,77,ami_first_local_minimum,"[8.0, 18.0, 34.0]",reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,short,3,3,57,77,ami_first_local_minimum,"[8.0, 20.0, 34.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,short,4,5,49,77,ami_first_local_minimum,"[6.0, 20.0, 34.0]",reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,matched_short,0,3,49,76,ami_first_local_minimum,[18.0],
monkeyM_session-o080904001-7_lfp-6,M,matched_short,1,3,51,77,ami_first_local_minimum,"[8.0, 18.0, 34.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,matched_short,2,5,49,77,ami_first_local_minimum,"[8.0, 18.0, 34.0]",reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,matched_short,3,3,57,77,ami_first_local_minimum,"[8.0, 20.0, 34.0]",reduced_dim_for_min_points;reduced_dim_for_min_points
monkeyM_session-o080904001-7_lfp-6,M,matched_short,4,5,49,77,ami_first_local_minimum,"[6.0, 20.0, 34.0]",reduced_dim_for_min_points
