recording,outer_fold,family,max_absolute_difference,rms_difference
monkeyM_session-o080523010-18_lfp-4,1,ar,2.0740552561559003e-07,4.0386245972413196e-08
monkeyM_session-o080523010-18_lfp-4,1,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-4,2,ar,2.398891266006554e-07,4.5736182239857554e-08
monkeyM_session-o080523010-18_lfp-4,2,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-4,3,ar,1.190936890254268e-07,2.428836529655137e-08
monkeyM_session-o080523010-18_lfp-4,3,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-4,4,ar,7.16535139060016e-08,1.5784937786766406e-08
monkeyM_session-o080523010-18_lfp-4,4,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-8,0,ar,1.774122761948136e-08,4.1443047860630995e-09
monkeyM_session-o080523010-18_lfp-8,0,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-8,1,ar,1.7682876300511522e-07,3.265017785507304e-08
monkeyM_session-o080523010-18_lfp-8,1,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-8,2,ar,2.2560885251985243e-07,3.376223706439987e-08
monkeyM_session-o080523010-18_lfp-8,2,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-8,3,ar,7.2097414070783e-08,1.3875792790775813e-08
monkeyM_session-o080523010-18_lfp-8,3,embedding,0.0,0.0
monkeyM_session-o080523010-18_lfp-8,4,ar,6.824735390958524e-08,1.1038335435224504e-08
monkeyM_session-o080523010-18_lfp-8,4,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-1,0,ar,4.26408292350652e-08,7.43833002462286e-09
monkeyM_session-o080527006-16_lfp-1,0,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-1,1,ar,9.619154093000177e-08,1.7505033338739762e-08
monkeyM_session-o080527006-16_lfp-1,1,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-1,2,ar,6.664307721873674e-08,1.3783914291273826e-08
monkeyM_session-o080527006-16_lfp-1,2,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-1,3,ar,2.5998715488416077e-08,4.082688926624191e-09
monkeyM_session-o080527006-16_lfp-1,3,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-1,4,ar,9.651913903990957e-08,1.6046970830850265e-08
monkeyM_session-o080527006-16_lfp-1,4,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-2,0,ar,5.569591123976564e-08,1.1651483766044577e-08
monkeyM_session-o080527006-16_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-2,1,ar,2.9358816432904083e-07,4.681195227541096e-08
monkeyM_session-o080527006-16_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-2,2,ar,1.5140272684817293e-07,3.050582301657868e-08
monkeyM_session-o080527006-16_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-2,3,ar,3.0408560656699016e-08,5.396091299092556e-09
monkeyM_session-o080527006-16_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o080527006-16_lfp-2,4,ar,8.748337602449731e-08,1.523358003003299e-08
monkeyM_session-o080527006-16_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-2,0,ar,1.6728468333398138e-07,2.7110899749376085e-08
monkeyM_session-o080528006-15_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-2,1,ar,1.4617919945813726e-07,2.7530239815580267e-08
monkeyM_session-o080528006-15_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-2,2,ar,1.993712854593706e-07,3.193485954983389e-08
monkeyM_session-o080528006-15_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-2,3,ar,3.106351738877723e-08,5.81747856103891e-09
monkeyM_session-o080528006-15_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-2,4,ar,4.8405159940479326e-08,7.193115297556605e-09
monkeyM_session-o080528006-15_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-4,0,ar,6.31297899530796e-08,1.0794390452776152e-08
monkeyM_session-o080528006-15_lfp-4,0,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-4,1,ar,4.770490842284647e-08,7.697618872873397e-09
monkeyM_session-o080528006-15_lfp-4,1,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-4,2,ar,5.04799519299257e-08,9.536801065341881e-09
monkeyM_session-o080528006-15_lfp-4,2,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-4,3,ar,1.942267998729548e-07,2.802392930223504e-08
monkeyM_session-o080528006-15_lfp-4,3,embedding,0.0,0.0
monkeyM_session-o080528006-15_lfp-4,4,ar,6.418873783081594e-08,1.1713769852348172e-08
monkeyM_session-o080528006-15_lfp-4,4,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-2,0,ar,6.911654177980953e-08,9.112595376820947e-09
monkeyM_session-o080528016-25_lfp-2,0,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-2,1,ar,5.951207057301776e-08,1.0158704563257225e-08
monkeyM_session-o080528016-25_lfp-2,1,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-2,2,ar,2.5683025014220165e-08,2.4339447887074716e-09
monkeyM_session-o080528016-25_lfp-2,2,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-2,3,ar,7.35770187806949e-08,1.345896737821178e-08
monkeyM_session-o080528016-25_lfp-2,3,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-2,4,ar,4.891435891328814e-08,6.915870836687698e-09
monkeyM_session-o080528016-25_lfp-2,4,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-4,0,ar,3.764987082131377e-08,6.114900832287662e-09
monkeyM_session-o080528016-25_lfp-4,0,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-4,1,ar,5.1735846631393266e-08,5.952075384742002e-09
monkeyM_session-o080528016-25_lfp-4,1,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-4,2,ar,4.0095600562710214e-08,7.923040465174789e-09
monkeyM_session-o080528016-25_lfp-4,2,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-4,3,ar,9.88682952458961e-08,1.3032051055390107e-08
monkeyM_session-o080528016-25_lfp-4,3,embedding,0.0,0.0
monkeyM_session-o080528016-25_lfp-4,4,ar,6.659237135450604e-08,9.47583371419072e-09
monkeyM_session-o080528016-25_lfp-4,4,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-5,0,ar,9.029329911829e-08,2.081121272484742e-08
monkeyM_session-o080710006-11_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-5,1,ar,3.1161797297619455e-08,6.014833951655456e-09
monkeyM_session-o080710006-11_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-5,2,ar,2.7211218250590636e-08,5.6665995882556385e-09
monkeyM_session-o080710006-11_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-5,3,ar,1.1585579915655148e-07,1.96734490839414e-08
monkeyM_session-o080710006-11_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-5,4,ar,3.4246089468620376e-08,6.286168859998973e-09
monkeyM_session-o080710006-11_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-6,0,ar,1.0012332189268495e-07,1.7706854156008934e-08
monkeyM_session-o080710006-11_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-6,1,ar,6.85715832407399e-08,1.2357467906601679e-08
monkeyM_session-o080710006-11_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-6,2,ar,6.504906892388501e-08,1.379643259769683e-08
monkeyM_session-o080710006-11_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-6,3,ar,8.194011477072761e-08,1.8850766409802665e-08
monkeyM_session-o080710006-11_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080710006-11_lfp-6,4,ar,1.0204477773992663e-07,2.049623859648166e-08
monkeyM_session-o080710006-11_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-6,0,ar,2.2656020818244936e-07,4.4380824224965964e-08
monkeyM_session-o080711002-7_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-6,1,ar,3.4191051656302755e-07,6.503853629406676e-08
monkeyM_session-o080711002-7_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-6,2,ar,1.2261392879047827e-07,2.580792644372985e-08
monkeyM_session-o080711002-7_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-6,3,ar,8.956950031072542e-08,1.1132788860668836e-08
monkeyM_session-o080711002-7_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-6,4,ar,9.59662139789208e-08,1.7453321184125362e-08
monkeyM_session-o080711002-7_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-8,0,ar,5.4132072478587506e-08,8.58876912496684e-09
monkeyM_session-o080711002-7_lfp-8,0,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-8,1,ar,4.50291115966007e-08,9.396591090892275e-09
monkeyM_session-o080711002-7_lfp-8,1,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-8,2,ar,3.625577750130879e-08,7.609155355288493e-09
monkeyM_session-o080711002-7_lfp-8,2,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-8,3,ar,2.3026435622065973e-08,4.433710415498865e-09
monkeyM_session-o080711002-7_lfp-8,3,embedding,0.0,0.0
monkeyM_session-o080711002-7_lfp-8,4,ar,3.686857103022811e-08,7.141986213501768e-09
monkeyM_session-o080711002-7_lfp-8,4,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-5,0,ar,9.441375761450391e-08,1.9069585103497846e-08
monkeyM_session-o080718005-9_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-5,1,ar,4.597599537130401e-08,8.765561114599256e-09
monkeyM_session-o080718005-9_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-5,2,ar,6.095300445282817e-08,1.1839049456123022e-08
monkeyM_session-o080718005-9_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-5,3,ar,5.0626769696935324e-08,1.0088137590184772e-08
monkeyM_session-o080718005-9_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-5,4,ar,9.235861117616682e-08,1.835576026469091e-08
monkeyM_session-o080718005-9_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-8,0,ar,1.4626413349862373e-07,2.897510695379586e-08
monkeyM_session-o080718005-9_lfp-8,0,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-8,1,ar,7.988189478012712e-08,1.527170625183233e-08
monkeyM_session-o080718005-9_lfp-8,1,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-8,2,ar,1.6026614414038892e-07,3.213795299562856e-08
monkeyM_session-o080718005-9_lfp-8,2,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-8,3,ar,2.6501604622787556e-07,5.591278314370853e-08
monkeyM_session-o080718005-9_lfp-8,3,embedding,0.0,0.0
monkeyM_session-o080718005-9_lfp-8,4,ar,2.5633545006021816e-08,4.099065184785082e-09
monkeyM_session-o080718005-9_lfp-8,4,embedding,0.0,0.0
monkeyM_session-o080722004-9_lfp-5,0,ar,4.98458093338254e-08,9.57717138073258e-09
monkeyM_session-o080722004-9_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080722004-9_lfp-5,1,ar,1.0468059629477377e-07,2.2852658544150198e-08
monkeyM_session-o080722004-9_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080722004-9_lfp-5,2,ar,1.2853601481598422e-07,2.0637544619384435e-08
monkeyM_session-o080722004-9_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080722004-9_lfp-5,3,ar,1.9079147878237187e-07,3.6002345121141555e-08
monkeyM_session-o080722004-9_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080722004-9_lfp-5,4,ar,1.6666395129369578e-07,3.6422048392659906e-08
monkeyM_session-o080722004-9_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-5,0,ar,1.2496004706409169e-08,2.30395626216413e-09
monkeyM_session-o080723006-11_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-5,1,ar,7.323183683310801e-08,1.3911176572416936e-08
monkeyM_session-o080723006-11_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-5,2,ar,8.747798159881425e-08,1.5785462466203206e-08
monkeyM_session-o080723006-11_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-5,3,ar,2.4453486957001433e-07,4.6126988109493874e-08
monkeyM_session-o080723006-11_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-5,4,ar,1.7284900833403863e-07,3.122474888166996e-08
monkeyM_session-o080723006-11_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-7,0,ar,1.5282491404929478e-07,1.9192384926060712e-08
monkeyM_session-o080723006-11_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-7,1,ar,8.637655245514997e-08,1.765880001370978e-08
monkeyM_session-o080723006-11_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-7,2,ar,7.003673882630037e-08,1.4616042330950678e-08
monkeyM_session-o080723006-11_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-7,3,ar,4.313741684512781e-08,7.513413430380427e-09
monkeyM_session-o080723006-11_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080723006-11_lfp-7,4,ar,7.548912163036635e-08,1.3152325068694703e-08
monkeyM_session-o080723006-11_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-5,0,ar,1.2452300788938497e-07,1.7536995448843442e-08
monkeyM_session-o080724004-9_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-5,1,ar,1.5947873195176852e-07,2.5569820699804568e-08
monkeyM_session-o080724004-9_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-5,2,ar,6.997704290155615e-08,1.2297543869009426e-08
monkeyM_session-o080724004-9_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-5,3,ar,1.30555546040093e-07,2.490718711260022e-08
monkeyM_session-o080724004-9_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-5,4,ar,5.518176088992058e-08,1.2107949609477712e-08
monkeyM_session-o080724004-9_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-7,0,ar,1.0286003539981001e-07,2.0302126528350564e-08
monkeyM_session-o080724004-9_lfp-7,0,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-7,1,ar,3.527046736048539e-08,5.92218888922002e-09
monkeyM_session-o080724004-9_lfp-7,1,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-7,2,ar,1.0745460582488537e-07,1.6222199837280142e-08
monkeyM_session-o080724004-9_lfp-7,2,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-7,3,ar,1.056716652117571e-07,1.9328201990186774e-08
monkeyM_session-o080724004-9_lfp-7,3,embedding,0.0,0.0
monkeyM_session-o080724004-9_lfp-7,4,ar,2.8952477698499304e-08,4.630698481934407e-09
monkeyM_session-o080724004-9_lfp-7,4,embedding,0.0,0.0
monkeyM_session-o080731003-10_lfp-6,0,ar,1.6915249363962798e-08,3.753840656496235e-09
monkeyM_session-o080731003-10_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080731003-10_lfp-6,1,ar,5.68977454635947e-08,1.2529091512584514e-08
monkeyM_session-o080731003-10_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080731003-10_lfp-6,2,ar,2.884893306263469e-08,7.630134242845794e-09
monkeyM_session-o080731003-10_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080731003-10_lfp-6,3,ar,2.8906799406621178e-08,5.405408265769912e-09
monkeyM_session-o080731003-10_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080731003-10_lfp-6,4,ar,1.1399932806749856e-07,2.3008331258944122e-08
monkeyM_session-o080731003-10_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080731011-18_lfp-6,0,ar,2.7586908799112804e-08,7.110820954282373e-09
monkeyM_session-o080731011-18_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080731011-18_lfp-6,1,ar,2.1472138406392928e-08,4.70239184612432e-09
monkeyM_session-o080731011-18_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080731011-18_lfp-6,2,ar,2.508191259876125e-08,6.5075955868777685e-09
monkeyM_session-o080731011-18_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080731011-18_lfp-6,3,ar,2.3822092490256505e-08,4.923479298456449e-09
monkeyM_session-o080731011-18_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080731011-18_lfp-6,4,ar,2.3088916451495523e-08,4.3098793443013805e-09
monkeyM_session-o080731011-18_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-5,0,ar,7.587090175364226e-08,1.3975215251108014e-08
monkeyM_session-o080801001-7_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-5,1,ar,5.062252797825113e-08,1.0616499353128139e-08
monkeyM_session-o080801001-7_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-5,2,ar,1.5340144605502457e-07,2.153287022223726e-08
monkeyM_session-o080801001-7_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-5,3,ar,1.601772200390708e-07,2.728426509468761e-08
monkeyM_session-o080801001-7_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-5,4,ar,1.321625187815454e-08,3.0768191629441175e-09
monkeyM_session-o080801001-7_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-6,0,ar,7.278159372793927e-08,1.2425505406908655e-08
monkeyM_session-o080801001-7_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-6,1,ar,5.050319940082281e-08,1.0530470829244393e-08
monkeyM_session-o080801001-7_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-6,2,ar,1.1280846248936608e-07,1.964780097295481e-08
monkeyM_session-o080801001-7_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-6,3,ar,1.5265627839513435e-08,3.6116497859863916e-09
monkeyM_session-o080801001-7_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080801001-7_lfp-6,4,ar,3.946791587659522e-08,8.251746327178217e-09
monkeyM_session-o080801001-7_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-5,0,ar,1.0981637978802567e-07,2.1735560578449727e-08
monkeyM_session-o080808001-5_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-5,1,ar,1.8930193966862872e-07,2.722261842685006e-08
monkeyM_session-o080808001-5_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-5,2,ar,3.4953566807648453e-08,6.910372905145867e-09
monkeyM_session-o080808001-5_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-5,3,ar,5.211785459550023e-08,8.625509497342168e-09
monkeyM_session-o080808001-5_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-5,4,ar,1.8872124804612898e-07,2.8287677417324465e-08
monkeyM_session-o080808001-5_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-6,0,ar,1.8974116783342706e-08,3.2781297136722455e-09
monkeyM_session-o080808001-5_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-6,1,ar,5.0389395191087396e-08,7.341063586037703e-09
monkeyM_session-o080808001-5_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-6,2,ar,1.2031431581658453e-07,1.907042408029095e-08
monkeyM_session-o080808001-5_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-6,3,ar,8.106066479770385e-08,1.109811912072365e-08
monkeyM_session-o080808001-5_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080808001-5_lfp-6,4,ar,7.722779937215877e-08,1.3185304106737922e-08
monkeyM_session-o080808001-5_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-5,0,ar,8.847847793617622e-08,1.545233416088888e-08
monkeyM_session-o080808006-12_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-5,1,ar,6.921125581481856e-08,1.2228841291281593e-08
monkeyM_session-o080808006-12_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-5,2,ar,5.079474752384171e-08,8.8735812138638e-09
monkeyM_session-o080808006-12_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-5,3,ar,1.891050594535898e-07,3.57997387021865e-08
monkeyM_session-o080808006-12_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-5,4,ar,4.8844182429848716e-08,7.926505343580272e-09
monkeyM_session-o080808006-12_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-6,0,ar,1.961423653433058e-08,2.863228173914371e-09
monkeyM_session-o080808006-12_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-6,1,ar,1.2215412211640572e-07,1.9683661171068862e-08
monkeyM_session-o080808006-12_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-6,2,ar,4.483748300741037e-08,8.47018035034684e-09
monkeyM_session-o080808006-12_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-6,3,ar,2.7778312474465577e-08,5.7277506858026235e-09
monkeyM_session-o080808006-12_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080808006-12_lfp-6,4,ar,2.0440404194005564e-08,3.8897646239563126e-09
monkeyM_session-o080808006-12_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-5,0,ar,1.9291635825488887e-08,4.132321761090667e-09
monkeyM_session-o080828001-6_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-5,1,ar,2.260810314479167e-08,3.5541717079812884e-09
monkeyM_session-o080828001-6_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-5,2,ar,4.07159977061991e-08,6.81532181504166e-09
monkeyM_session-o080828001-6_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-5,3,ar,3.1326760973585284e-08,6.6751502269914155e-09
monkeyM_session-o080828001-6_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-5,4,ar,3.3943467030281456e-08,6.203867361599228e-09
monkeyM_session-o080828001-6_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-6,0,ar,1.1003212572574224e-07,2.0251869195898653e-08
monkeyM_session-o080828001-6_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-6,1,ar,1.0053630650701901e-07,1.8541178189000034e-08
monkeyM_session-o080828001-6_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-6,2,ar,9.11552211311107e-08,9.414995814758785e-09
monkeyM_session-o080828001-6_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-6,3,ar,7.803119655863688e-08,1.3516277441038406e-08
monkeyM_session-o080828001-6_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080828001-6_lfp-6,4,ar,4.91308555234239e-08,6.625420899282136e-09
monkeyM_session-o080828001-6_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080828007-12_lfp-5,0,ar,8.898832322987247e-09,1.630050389351271e-09
monkeyM_session-o080828007-12_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080828007-12_lfp-5,1,ar,5.228495707402885e-08,1.0671694822840281e-08
monkeyM_session-o080828007-12_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080828007-12_lfp-5,2,ar,1.9774052191512143e-08,4.743978266701211e-09
monkeyM_session-o080828007-12_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080828007-12_lfp-5,3,ar,3.925843545203849e-08,8.147188102747494e-09
monkeyM_session-o080828007-12_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080828007-12_lfp-5,4,ar,7.754076179690601e-08,1.696624128056787e-08
monkeyM_session-o080828007-12_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080829001-5_lfp-5,0,ar,1.1543887134193181e-08,2.502461021209357e-09
monkeyM_session-o080829001-5_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080829001-5_lfp-5,1,ar,4.184872216144754e-08,7.18480006477024e-09
monkeyM_session-o080829001-5_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080829001-5_lfp-5,2,ar,3.5835115189087555e-08,7.267006948134771e-09
monkeyM_session-o080829001-5_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080829001-5_lfp-5,3,ar,4.1417188983441065e-08,6.282293022386271e-09
monkeyM_session-o080829001-5_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080829001-5_lfp-5,4,ar,1.204579653407722e-07,1.830880261568218e-08
monkeyM_session-o080829001-5_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-5,0,ar,7.752766073164299e-08,1.3834314683981382e-08
monkeyM_session-o080904001-7_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-5,1,ar,9.978059471770287e-09,1.7057731806231124e-09
monkeyM_session-o080904001-7_lfp-5,1,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-5,2,ar,9.418382841718583e-08,1.8029080026331175e-08
monkeyM_session-o080904001-7_lfp-5,2,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-5,3,ar,1.1461819231039063e-07,2.162262924902368e-08
monkeyM_session-o080904001-7_lfp-5,3,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-5,4,ar,7.073673252748708e-08,1.0915844801409038e-08
monkeyM_session-o080904001-7_lfp-5,4,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-6,0,ar,2.548232951558871e-08,5.117766535726575e-09
monkeyM_session-o080904001-7_lfp-6,0,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-6,1,ar,6.4722126954185576e-09,6.766596336128964e-10
monkeyM_session-o080904001-7_lfp-6,1,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-6,2,ar,5.0689890687249245e-08,1.079346977554505e-08
monkeyM_session-o080904001-7_lfp-6,2,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-6,3,ar,7.417343986519838e-09,1.4719688730636515e-09
monkeyM_session-o080904001-7_lfp-6,3,embedding,0.0,0.0
monkeyM_session-o080904001-7_lfp-6,4,ar,1.0651936422126883e-07,1.9939674557392546e-08
monkeyM_session-o080904001-7_lfp-6,4,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-5,0,ar,4.609066326619364e-08,6.287771242580708e-09
monkeyM_session-o080904008-14_lfp-5,0,embedding,0.0,0.0
monkeyM_session-o080904008-14_lfp-5,1,ar,3.889503636517449e-08,7.453501510903534e-09
monkeyM_session-o080904008-14_lfp-5,1,embedding,0.0,0.0
