mouse_ID,group,date,phase,label,channel,window_start_s,window_end_s,source_interval_start_s,source_interval_end_s,dat_file,session,session_channel
ekez003,control,250830,sleep,2,19,2495.0,2497.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2507.0,2509.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2519.0,2521.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2531.0,2533.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2543.0,2545.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2555.0,2557.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2567.0,2569.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2579.0,2581.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2591.0,2593.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2605.0,2607.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2617.0,2619.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2629.0,2631.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2641.0,2643.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2653.0,2655.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250830,sleep,2,19,2665.0,2667.0,2383.0,2670.0,LFP0_250830.dat,ekez003_250830,ekez003_250830_ch19
ekez003,control,250906,mobile,0,12,782.0,784.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,784.0,786.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,786.0,788.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,788.0,790.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,790.0,792.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,792.0,794.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,794.0,796.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,796.0,798.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,798.0,800.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,800.0,802.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,802.0,804.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,804.0,806.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,806.0,808.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,808.0,810.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,810.0,812.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,812.0,814.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,814.0,816.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,816.0,818.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,818.0,820.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,12,820.0,822.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1263.0,1265.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1281.0,1283.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1301.0,1303.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1319.0,1321.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1337.0,1339.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1357.0,1359.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1375.0,1377.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1393.0,1395.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1411.0,1413.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1431.0,1433.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1449.0,1451.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1467.0,1469.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1487.0,1489.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1505.0,1507.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1523.0,1525.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1543.0,1545.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1561.0,1563.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1579.0,1581.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1597.0,1599.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1617.0,1619.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1635.0,1637.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1653.0,1655.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1673.0,1675.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,sleep,2,12,1691.0,1693.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2042.0,2044.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2044.0,2046.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2046.0,2048.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2048.0,2050.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2050.0,2052.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2052.0,2054.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2054.0,2056.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2056.0,2058.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,immobile,1,12,2058.0,2060.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch12
ekez003,control,250906,mobile,0,19,782.0,784.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,784.0,786.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,786.0,788.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,788.0,790.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,790.0,792.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,792.0,794.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,794.0,796.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,796.0,798.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,798.0,800.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,800.0,802.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,802.0,804.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,804.0,806.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,806.0,808.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,808.0,810.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,810.0,812.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,812.0,814.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,814.0,816.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,816.0,818.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,818.0,820.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,mobile,0,19,820.0,822.0,780.0,825.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1263.0,1265.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1281.0,1283.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1301.0,1303.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1319.0,1321.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1337.0,1339.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1357.0,1359.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1375.0,1377.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1393.0,1395.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1411.0,1413.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1431.0,1433.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1449.0,1451.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1467.0,1469.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1487.0,1489.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1505.0,1507.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1523.0,1525.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1543.0,1545.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1561.0,1563.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1579.0,1581.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1597.0,1599.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1617.0,1619.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1635.0,1637.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1653.0,1655.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1673.0,1675.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,sleep,2,19,1691.0,1693.0,1261.0,1696.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2042.0,2044.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2044.0,2046.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2046.0,2048.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2048.0,2050.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2050.0,2052.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2052.0,2054.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2054.0,2056.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2056.0,2058.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250906,immobile,1,19,2058.0,2060.0,2040.0,2062.0,LFP0_250906.dat,ekez003_250906,ekez003_250906_ch19
ekez003,control,250909,mobile,0,12,128.0,130.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,130.0,132.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,132.0,134.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,134.0,136.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,136.0,138.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,138.0,140.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,140.0,142.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,142.0,144.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,144.0,146.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,146.0,148.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,148.0,150.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,150.0,152.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,152.0,154.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,154.0,156.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,156.0,158.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,158.0,160.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,160.0,162.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,162.0,164.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,164.0,166.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,mobile,0,12,166.0,168.0,126.0,171.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,782.0,784.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,784.0,786.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,786.0,788.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,788.0,790.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,790.0,792.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,792.0,794.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,794.0,796.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,796.0,798.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,798.0,800.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,800.0,802.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,802.0,804.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
ekez003,control,250909,immobile,1,12,804.0,806.0,780.0,818.0,LFP0_250909.dat,ekez003_250909,ekez003_250909_ch12
