mouse_ID,date,channel,phase,window_start_s,resid_torus_pc1,resid_torus_pc2
ekez003,250909,19,immobile,804.0,2.9743762051223035,1.6379565841432373
ekez003,250909,19,immobile,806.0,-0.48876368289705857,4.045774362861146
ekez003,250909,19,immobile,808.0,-2.8479601249213995,-0.03605675667114134
ekez003,250909,19,immobile,810.0,1.5284711272419038,1.4897478831260085
ekez003,250909,19,immobile,812.0,1.2716044442030014,-0.3026110398911645
ekez003,250909,19,immobile,814.0,1.2211535705241943,0.9179938528943155
ekez003,250909,19,sleep,2116.0,2.038333882102155,-0.7128709311261835
ekez003,250909,19,sleep,2130.0,-2.4835555376994094,3.016332469652369
ekez003,250909,19,sleep,2142.0,0.6518414522310281,0.6837256960026445
ekez003,250909,19,sleep,2156.0,2.6668498833146765,-1.5371018141842
ekez003,250909,19,sleep,2170.0,-1.7693347022578465,0.7791268951700023
ekez003,250909,19,sleep,2182.0,-2.6113072332721794,1.0544836691012824
ekez003,250909,19,sleep,2196.0,2.6969448187694485,-0.1616357564190731
ekez003,250909,19,sleep,2210.0,-2.200038526900689,-0.23846536033500834
ekez003,250909,19,sleep,2224.0,0.3022917681183422,-0.2524367217790282
ekez003,250909,19,sleep,2236.0,2.4817897009221492,-1.116185062537221
ekez003,250909,19,sleep,2250.0,-2.259000666673239,0.09378592130466575
ekez003,250909,19,sleep,2264.0,-2.916226051815082,0.9799426778264672
ekez003,250909,19,sleep,2276.0,-2.014795158016465,1.8840561100546616
ekez003,250909,19,sleep,2290.0,-2.1118062632789503,-0.4565438487619318
ekez003,250909,19,sleep,2304.0,-2.6637783424467587,1.7153763125449852
ekez003,250909,19,sleep,2316.0,0.16363943420530508,0.2977054439601899
ekez003,250909,19,sleep,2330.0,-2.590324551080568,-1.7237380497382055
ekez003,250909,19,sleep,2344.0,1.3521163493789503,3.8003049849602233
ekez003,250909,19,sleep,2358.0,-2.2462731397691367,0.8933937774173577
ekez003,250909,19,sleep,2370.0,-2.4070649219745515,3.2286568972387912
ekez003,250909,19,sleep,2384.0,-2.8495670157983826,1.600262433613224
ekez003,250909,19,sleep,2398.0,2.9043496083722906,-0.23834449734929858
ekez003,250909,19,sleep,2410.0,3.093636818459986,1.3841766467728012
ekez003,250909,19,sleep,2424.0,2.5006418441359792,-0.3602167666471654
ekez004,250828,12,mobile,482.0,-2.754162307001744,0.9315628927115613
ekez004,250828,12,mobile,558.0,2.361637785615459,-0.47876724266195747
ekez004,250828,12,mobile,636.0,1.3435835818952786,0.9425119177813686
ekez004,250828,12,mobile,712.0,2.257737319166554,0.4381890672226299
ekez004,250828,12,immobile,773.0,2.8776938879479537,0.12095659618896455
ekez004,250828,12,immobile,775.0,3.224876938969456,1.0061935305345202
ekez004,250828,12,immobile,777.0,-2.2917123920747247,2.7502693229529696
ekez004,250828,12,immobile,779.0,2.1263888800262185,-2.336012936025243
ekez004,250828,12,immobile,781.0,2.879365773944532,-2.196907910030015
ekez004,250828,12,immobile,783.0,2.609003780937108,0.3295721759288311
ekez004,250828,12,immobile,785.0,0.029712772868601675,-0.9468428147071448
ekez004,250828,12,immobile,787.0,2.7422576945802017,-1.68266203858133
ekez004,250828,12,immobile,789.0,-2.727493144547091,-1.2296859599849763
ekez004,250828,12,immobile,791.0,-2.012618430310624,-0.02904522278939836
ekez004,250828,12,immobile,793.0,2.967764232726033,1.2810591238967592
ekez004,250828,12,mobile,820.0,-0.6489784462563722,-0.8143432405503683
ekez004,250828,12,mobile,898.0,0.38709550863285036,-0.2129452005747255
ekez004,250828,12,mobile,974.0,1.657245496766441,-1.331052631078307
ekez004,250828,12,mobile,1050.0,-2.787735212528066,0.6479692713968092
ekez004,250828,12,mobile,1126.0,-2.942139145201227,0.4617920209610452
ekez004,250828,12,mobile,1204.0,2.051014568012048,-2.025949842655198
ekez004,250828,12,mobile,1280.0,-1.3613442976926096,-1.1940279671566874
ekez004,250828,12,mobile,1356.0,0.5028367730231036,0.2865493764186271
ekez004,250828,12,mobile,1434.0,1.1020760420285303,-3.4426040538327194
ekez004,250828,12,mobile,1510.0,-0.9207465231726304,-0.4248538873203582
ekez004,250828,12,mobile,1586.0,2.6340246732885726,1.0055391615651168
ekez004,250828,12,mobile,1664.0,1.0787130034033499,2.1952852830031873
ekez004,250828,12,mobile,1740.0,2.339543677615864,3.361067777938567
ekez004,250828,12,mobile,1816.0,-2.3114002371042837,0.4475046413409792
ekez004,250828,12,mobile,1892.0,-0.7326753923768872,0.1900493224835632
ekez004,250828,12,mobile,1970.0,-2.934050595467055,-0.6680650341322077
ekez004,250828,12,mobile,2046.0,2.357260605955057,1.0527260335575686
ekez004,250828,12,mobile,2122.0,-2.2280353944986215,0.6693603540013133
ekez004,250828,12,mobile,2200.0,0.16993813935950733,0.17705747978865802
ekez004,250828,12,mobile,2276.0,1.5753189369214455,-0.3566750043653005
ekez004,250828,12,sleep,2282.0,1.5109396515741302,-0.41107075398606346
ekez004,250828,12,sleep,2294.0,0.30322059818584346,-0.20783520785045465
ekez004,250828,12,sleep,2306.0,-2.977945146089586,-0.9209639495220758
ekez004,250828,12,sleep,2318.0,0.14417042520134893,-0.21411555870242013
ekez004,250828,12,sleep,2332.0,-2.790055458062177,-0.035649483856147864
ekez004,250828,12,sleep,2344.0,2.6321764919392825,-1.2836549255523462
ekez004,250828,12,sleep,2356.0,-0.6045750963035975,-1.2196788985139797
ekez004,250828,12,sleep,2368.0,2.9992290966544717,-0.2493240859381816
ekez004,250828,12,sleep,2380.0,-2.321263449553301,0.838196668940885
ekez004,250828,12,sleep,2392.0,2.9271594195421877,1.5713817201119025
ekez004,250828,12,sleep,2404.0,1.6736700225211119,-1.3352661912798602
ekez004,250828,12,sleep,2416.0,3.097172486023039,0.5615446907487511
ekez004,250828,12,sleep,2430.0,1.6933549339516616,-0.2834426039419029
ekez004,250828,12,sleep,2442.0,-0.9732828883957647,0.2669764340529419
ekez004,250828,12,sleep,2454.0,3.204046373963769,1.8406358080136844
ekez004,250828,12,sleep,2466.0,-0.7849282705856238,0.10784317612616404
ekez004,250828,12,sleep,2478.0,2.6498930828360705,-0.26480789166141827
ekez004,250828,12,sleep,2490.0,0.5367723379965111,0.04588873107531632
ekez004,250828,12,sleep,2502.0,-0.45053611408870087,-0.26617692762848794
ekez004,250828,12,sleep,2514.0,-1.2018388619761622,0.15883656909072977
ekez004,250828,12,sleep,2528.0,2.6665355835071556,1.2091643983459708
ekez004,250828,12,sleep,2540.0,2.6631894720754135,0.34114330979575874
ekez004,250828,12,sleep,2552.0,2.774635866486332,-1.5760220538399345
ekez004,250828,12,sleep,2564.0,-3.008528044336581,0.20429007869019244
ekez004,250828,18,mobile,482.0,-3.22269865685007,0.011454349773581386
ekez004,250828,18,mobile,558.0,1.6838099832983584,-1.0117680720118711
ekez004,250828,18,mobile,636.0,1.3064951755590322,0.7325330260484049
ekez004,250828,18,mobile,712.0,1.8031944343377726,-0.16309487030387704
ekez004,250828,18,immobile,773.0,2.197888424779936,-1.8199853930227259
ekez004,250828,18,immobile,775.0,2.480720682865356,0.20228729574121923
ekez004,250828,18,immobile,777.0,-0.3652579170382472,1.7491366739686902
ekez004,250828,18,immobile,779.0,1.8272005635816044,-1.9302508092401263
ekez004,250828,18,immobile,781.0,2.5078213342716205,-1.9116190330045415
ekez004,250828,18,immobile,783.0,1.8347703025809416,0.2378285179420151
ekez004,250828,18,immobile,785.0,-0.18751727572773427,0.6087455921974796
ekez004,250828,18,immobile,787.0,2.070836295758529,-1.101503797866128
ekez004,250828,18,immobile,789.0,-3.092446919310161,-0.7768871955725527
ekez004,250828,18,immobile,791.0,-2.637205637667686,-0.5676311343478562
ekez004,250828,18,immobile,793.0,-2.662716163082976,0.464166378715895
ekez004,250828,18,mobile,820.0,-0.15938598334434853,-0.4659907185693064
ekez004,250828,18,mobile,898.0,1.0290808992652045,0.028966851949689308
